household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;use_motorcycle;number_of_vehicles;number_of_bikes;income;census_household_id
914847;751041302;75104;75;11.0;none;none;False;0;0;6079.670247664849;292324
916012;751156013;75115;75;11.0;none;all;False;0;2;3538.6875738185217;292682
918376;751166107;75116;75;11.0;some;some;False;1;1;22932.914886149967;293410
918423;751166101;75116;75;11.0;none;none;False;0;0;7696.576618893977;293427
918515;751207910;75120;75;11.0;none;none;False;0;0;392.00943399836115;293452
918693;751145401;75114;75;11.0;all;all;False;1;1;6138.567349721277;293503
919066;751041303;75104;75;11.0;none;none;False;0;0;2426.8182214801172;293615
919273;751166106;75116;75;11.0;some;all;False;1;4;1619.8794372358293;293682
921897;751207811;75120;75;11.0;none;none;False;0;0;4481.825674783776;294505
922137;751166310;75116;75;11.0;some;all;False;1;2;12641.041272148399;294580
922594;751187025;75118;75;11.0;some;some;False;1;2;2560.667949207358;294727
922841;751145620;75114;75;11.0;none;none;False;0;0;1597.2883858625596;294798
923101;751176716;75117;75;11.0;some;some;False;1;2;15100.158131084745;294880
925132;751155905;75115;75;11.0;none;all;False;0;1;3404.719194786568;295542
925507;751093309;75109;75;11.0;none;none;False;0;0;2441.3784184579504;295658
926655;751083205;75108;75;11.0;all;none;False;1;0;1152.9796253927286;296018
926777;751124505;75112;75;11.0;all;some;False;1;1;2816.259838997122;296057
927076;751176509;75117;75;11.0;none;none;False;0;0;5731.771546677517;296149
927313;751135011;75113;75;11.0;none;none;False;0;0;6753.594813080805;296230
928565;751124513;75112;75;11.0;some;some;False;1;1;10441.164744228001;296617
929460;751145606;75114;75;11.0;none;none;False;0;0;15.59986632099774;296902
936423;751114207;75111;75;11.0;all;all;False;1;2;237.22162638088395;299112
937422;751114403;75111;75;11.0;none;none;False;0;0;1243.9027807371485;299430
937434;751145403;75114;75;11.0;some;none;False;1;0;5726.073638515004;299434
939742;751103705;75110;75;11.0;none;none;False;0;0;1970.7426163393604;300171
939799;751187026;75118;75;11.0;some;none;False;1;0;5966.587966735839;300189
940288;751155724;75115;75;11.0;some;some;False;2;3;12536.150564179807;300350
941576;751124611;75112;75;11.0;none;none;False;0;0;1416.0502114007338;300762
942233;751093305;75109;75;11.0;some;some;False;1;2;8008.3715440845035;300967
943635;751135011;75113;75;11.0;none;none;False;0;0;5075.13645049327;301426
944375;751114408;75111;75;11.0;none;all;False;0;2;155.12519126985038;301654
946121;751114409;75111;75;11.0;none;none;False;0;0;4597.969400206767;302241
946625;751166412;75116;75;11.0;none;all;False;0;1;1966.3208475516599;302406
946913;751166110;75116;75;11.0;all;some;False;2;2;10149.067373160324;302501
947067;751197408;75119;75;11.0;none;all;False;0;2;949.1997911689539;302548
947142;751197315;75119;75;11.0;all;none;False;1;0;863.6325738332526;302570
947551;751197514;75119;75;11.0;some;none;False;1;0;3774.155261946893;302704
949065;751166303;75116;75;11.0;none;none;False;0;0;5723.602171423871;303190
949382;751176508;75117;75;11.0;none;none;False;0;0;4191.956254493862;303294
949466;751166114;75116;75;11.0;none;none;False;0;0;4548.627007610601;303318
950863;751155804;75115;75;11.0;some;all;False;1;2;5539.011257389533;303761
952096;751166211;75116;75;11.0;some;some;False;1;2;9363.339620192151;304154
952990;751155818;75115;75;11.0;none;none;False;0;0;2756.6389296799694;304443
953706;751051906;75105;75;11.0;none;none;False;0;0;4116.855567540128;304678
954054;751135114;75113;75;11.0;none;none;False;0;0;2066.986440122199;304790
954638;751145608;75114;75;11.0;none;none;False;0;0;1685.377320813177;304971
955299;751135206;75113;75;11.0;all;none;False;1;0;2685.6432041958233;305185
955495;751155806;75115;75;11.0;none;none;False;0;0;6384.328093318469;305242
959041;751166112;75116;75;11.0;none;none;False;0;0;4077.052107965257;306344
959517;751155903;75115;75;11.0;all;none;False;1;0;13872.326180507895;306492
959635;751207702;75120;75;11.0;some;all;False;1;2;6991.6232228601475;306529
959885;751145509;75114;75;11.0;none;none;False;0;0;2724.012476095449;306606
961094;751155715;75115;75;11.0;none;none;False;0;0;1883.431142222446;306982
961985;751114210;75111;75;11.0;some;all;False;1;3;2619.067613848154;307263
962618;751093607;75109;75;11.0;none;none;False;0;0;6020.746229723855;307482
963226;751114210;75111;75;11.0;none;none;False;0;0;4773.942275445232;307663
966723;751207903;75120;75;11.0;none;none;False;0;0;3918.2431414411176;308781
967622;751207806;75120;75;11.0;some;some;False;1;1;4725.392824591166;309078
968256;751186923;75118;75;11.0;all;some;False;1;2;1331.8732385861747;309290
969403;751135026;75113;75;11.0;none;none;False;0;0;4170.030193002498;309660
970058;751124501;75112;75;11.0;all;all;False;1;4;5400.791962132226;309875
974606;751197312;75119;75;11.0;some;none;False;1;0;515.1351987455826;311340
974798;751166108;75116;75;11.0;none;none;False;0;0;2161.307240032837;311399
975859;751051702;75105;75;11.0;none;all;False;0;3;7624.740160861462;311747
976087;751208001;75120;75;11.0;none;none;False;0;0;2123.818826124299;311822
977284;751166203;75116;75;11.0;all;none;False;1;0;2109.084324658096;312221
979371;751114303;75111;75;11.0;none;none;False;0;0;4420.917398045386;312870
980002;751187021;75118;75;11.0;none;all;False;0;1;4273.800397251347;313072
981572;751031004;75103;75;11.0;none;none;False;0;0;5800.007261283716;313581
981769;751176707;75117;75;11.0;none;none;False;0;0;2054.700053831658;313654
981886;751134902;75113;75;11.0;none;none;False;0;0;3378.4447534333776;313690
985235;751103806;75110;75;11.0;none;none;False;0;0;3076.1761786267607;314764
986510;751155903;75115;75;11.0;none;none;False;0;0;1691.220996122276;315189
988744;751124512;75112;75;11.0;none;all;False;0;6;3374.0500957481418;315914
990937;751207901;75120;75;11.0;none;none;False;0;0;4198.39985789928;316608
991914;751114112;75111;75;11.0;none;none;False;0;0;3123.0340604252615;316917
992054;751155816;75115;75;11.0;none;all;False;0;2;922.4546069585964;316958
992619;751104011;75110;75;11.0;none;all;False;0;2;5433.710826325538;317141
994033;751207903;75120;75;11.0;some;none;False;1;0;6881.474737104434;317583
995501;751155731;75115;75;11.0;none;none;False;0;0;8903.045986461551;318046
999104;751156002;75115;75;11.0;none;none;False;0;0;3578.8243050074134;319180
999793;751186919;75118;75;11.0;some;all;False;1;3;4441.32239464681;319402
1002363;751186913;75118;75;11.0;none;all;False;0;1;4586.426366906449;320202
1004268;751093311;75109;75;11.0;none;none;False;0;0;2565.9779171849295;320817
1005103;751155717;75115;75;11.0;none;none;False;0;0;783.2387710971092;321087
1005921;751197403;75119;75;11.0;some;none;False;1;0;2445.644289073078;321356
1006224;751104002;75110;75;11.0;none;all;False;0;2;2214.8409604454764;321450
1006275;751114201;75111;75;11.0;none;none;False;0;0;1487.818480894881;321465
1007265;751145502;75114;75;11.0;all;all;False;1;2;5408.138603317648;321776
1007913;751155817;75115;75;11.0;none;all;False;0;2;2410.1111689485438;321984
1008097;751186919;75118;75;11.0;none;none;False;0;0;2251.01564103862;322041
1009483;751030904;75103;75;11.0;none;none;False;0;0;5742.303932494085;322489
1010657;751124514;75112;75;11.0;none;none;False;0;0;4829.191087087123;322857
1011296;751145609;75114;75;11.0;none;all;False;0;1;2979.4799376193655;323073
1011916;751156014;75115;75;11.0;none;none;False;0;0;4622.7538730296155;323270
1011958;751187013;75118;75;11.0;none;none;False;0;0;1590.320662140218;323283
1012034;751176609;75117;75;11.0;none;some;False;0;1;219.40073196630857;323306
1012211;751114110;75111;75;11.0;none;all;False;0;2;1847.3548763322997;323365
1012407;751114111;75111;75;11.0;none;all;False;0;2;955.6576025659549;323429
1015350;751124806;75112;75;11.0;some;some;False;1;1;2835.783091397432;324370
1017039;751186924;75118;75;11.0;none;none;False;0;0;7589.7542559725935;324907
1017575;751114317;75111;75;11.0;none;all;False;0;1;6260.6078476138755;325082
1018908;751166405;75116;75;11.0;none;none;False;0;0;3208.1675371569613;325510
1019834;751135106;75113;75;11.0;none;none;False;0;0;2753.4655227457733;325810
1020023;751207910;75120;75;11.0;none;none;False;0;0;734.5847300689937;325867
1020959;751145615;75114;75;11.0;none;none;False;0;0;6037.462010632314;326174
1021956;751176504;75117;75;11.0;none;all;False;0;2;2977.3710916688888;326506
1022254;751051805;75105;75;11.0;none;none;False;0;0;2026.014098717076;326604
1023442;751114320;75111;75;11.0;none;all;False;0;1;6042.049906219125;326984
1023653;751135028;75113;75;11.0;none;none;False;0;0;1918.806344711857;327057
1024071;751124618;75112;75;11.0;some;none;False;1;0;7373.806087401214;327180
1024710;751135024;75113;75;11.0;none;none;False;0;0;1754.9005658647375;327390
1026160;751166220;75116;75;11.0;all;none;False;1;0;2010.5518110802102;327849
1027366;751155716;75115;75;11.0;all;none;False;2;0;7796.868873325329;328240
1028902;751135019;75113;75;11.0;some;none;False;1;0;10211.898752203833;328719
1029897;751103708;75110;75;11.0;none;all;False;0;1;2797.1675522226496;329034
1031558;751083207;75108;75;11.0;none;none;False;0;0;2745.4196484248196;329551
1031701;751176806;75117;75;11.0;none;some;False;0;1;2339.135658914841;329596
1032128;751156012;75115;75;11.0;all;none;False;1;0;3888.730888782845;329740
1033363;751207702;75120;75;11.0;none;none;False;0;0;1050.0417972038047;330130
1033664;751124616;75112;75;11.0;none;none;False;0;0;8058.446809539128;330221
1035247;751135020;75113;75;11.0;all;all;False;2;3;3376.036218773485;330722
1039359;751187021;75118;75;11.0;some;none;False;1;0;2677.6954967443403;332012
1039421;751166207;75116;75;11.0;none;none;False;0;0;6642.953434245105;332033
1040716;751176816;75117;75;11.0;none;none;False;0;0;2502.55848472897;332454
1043530;751197604;75119;75;11.0;none;all;False;0;3;3298.0520943445395;333365
1043538;751031203;75103;75;11.0;none;all;False;0;1;8450.007339063659;333367
1043795;751124616;75112;75;11.0;some;none;False;1;0;6884.968498617765;333454
1047156;751155708;75115;75;11.0;none;none;False;0;0;2686.6361703863668;334541
1047808;751103804;75110;75;11.0;all;all;False;1;2;3644.312539404073;334759
1047973;751135021;75113;75;11.0;none;some;False;0;1;4349.521109255889;334815
1050096;751135201;75113;75;11.0;all;all;False;1;1;3375.9872135025926;335485
1050353;751114410;75111;75;11.0;none;all;False;0;1;2607.8277737456906;335568
1055232;751155723;75115;75;11.0;none;none;False;0;0;741.4929829205549;337092
1057025;751166117;75116;75;11.0;all;none;False;1;0;3272.0265379180337;337677
1057336;751083205;75108;75;11.0;some;some;False;1;1;18362.904998555852;337769
1059586;751197310;75119;75;11.0;some;some;False;1;2;9022.513374847447;338485
1059888;751051904;75105;75;11.0;none;none;False;0;0;5285.498587042673;338591
1060160;751145513;75114;75;11.0;none;none;False;0;0;2202.350987132604;338675
1061891;751156002;75115;75;11.0;all;all;False;1;3;2859.0187558811035;339222
1062451;751103908;75110;75;11.0;none;none;False;0;0;1472.672832045222;339406
1064095;751186916;75118;75;11.0;all;none;False;1;0;5012.97931629132;339939
1064098;751197408;75119;75;11.0;none;none;False;0;0;3422.795591601849;339940
1064795;751155809;75115;75;11.0;none;none;False;0;0;3360.9566026952243;340162
1064831;751051807;75105;75;11.0;none;none;False;0;0;2476.179800041931;340172
1065698;751197602;75119;75;11.0;none;none;False;0;0;4374.586045096441;340445
1068527;751197612;75119;75;11.0;some;all;False;1;2;2300.4725514000233;341373
1069140;751051801;75105;75;11.0;none;none;False;0;0;2299.0884255759024;341572
1069580;751145604;75114;75;11.0;some;none;False;1;0;1989.1109807509617;341706
1069618;751207707;75120;75;11.0;none;none;False;0;0;1281.723541269909;341716
1069788;751145301;75114;75;11.0;none;none;False;0;0;1646.3467241342892;341774
1069943;751176806;75117;75;11.0;none;none;False;0;0;4712.929511021432;341828
1071558;751207710;75120;75;11.0;none;none;False;0;0;3157.771356694189;342324
1072308;751207706;75120;75;11.0;some;some;False;1;2;2906.803909515894;342550
1073416;751041504;75104;75;11.0;none;none;False;0;0;2340.2903820151705;342906
1073688;751156009;75115;75;11.0;none;none;False;0;0;1645.1967836389551;342994
1073720;751166216;75116;75;11.0;none;all;False;0;2;8058.708250639401;343005
1076883;751207902;75120;75;11.0;none;all;False;0;2;2666.1161952906796;343988
1079469;751093305;75109;75;11.0;none;none;False;0;0;924.2840468387968;344836
1079477;751197317;75119;75;11.0;none;none;False;0;0;2562.158671419919;344838
1080215;751155809;75115;75;11.0;none;all;False;0;2;1662.6848764232427;345077
1080347;751083005;75108;75;11.0;none;none;False;0;0;8221.665287345386;345116
1080775;751155707;75115;75;11.0;some;none;False;2;0;5205.704262791423;345250
1081929;751124805;75112;75;11.0;none;none;False;0;0;5592.502845719235;345622
1082017;751135125;75113;75;11.0;none;none;False;0;0;555.0454800358164;345650
1082407;751166121;75116;75;11.0;all;none;False;1;0;3071.3963344354474;345770
1083103;751155818;75115;75;11.0;none;some;False;0;2;14363.035115017565;345986
1083680;751155904;75115;75;11.0;none;none;False;0;0;1558.521449593167;346168
1083989;751103903;75110;75;11.0;none;none;False;0;0;6269.010138239614;346259
1086708;751031101;75103;75;11.0;none;some;False;0;1;12554.219472342545;347110
1086858;751104004;75110;75;11.0;none;none;False;0;0;1720.238819569787;347155
1087454;751186919;75118;75;11.0;none;none;False;0;0;7405.472251484301;347352
1088000;751072804;75107;75;11.0;all;none;False;2;0;4267.23509706241;347523
1089865;751114214;75111;75;11.0;none;some;False;0;1;1964.228012360722;348121
1091027;751124623;75112;75;11.0;none;all;False;0;1;2144.241705906884;348487
1091841;751197304;75119;75;11.0;none;some;False;0;1;3745.6173516342005;348753
1091968;751156012;75115;75;11.0;none;some;False;0;1;4424.628477868328;348794
1092309;751166201;75116;75;11.0;all;all;False;1;1;3564.732234946832;348900
1095814;751135112;75113;75;11.0;none;none;False;0;0;2265.023204777299;350034
1096768;751135201;75113;75;11.0;none;none;False;0;0;3727.6272990525845;350343
1098200;751114112;75111;75;11.0;none;none;False;0;0;5341.251962841044;350806
1098253;751104005;75110;75;11.0;none;none;False;0;0;1341.8378001346387;350824
1098527;751072504;75107;75;11.0;none;none;False;0;0;11081.680424361584;350907
1098592;751166217;75116;75;11.0;none;all;False;0;2;3297.194261270008;350925
1098594;751176801;75117;75;11.0;none;none;False;0;0;2696.4596242714615;350926
1099034;751114318;75111;75;11.0;none;all;False;0;2;1258.012863879062;351063
1099301;751114106;75111;75;11.0;none;all;False;0;1;1219.8532328883857;351148
1099324;751187204;75118;75;11.0;some;some;False;1;3;4641.1347207607705;351156
1100128;751114304;75111;75;11.0;none;none;False;0;0;2757.4880537666786;351418
1100499;751155727;75115;75;11.0;none;none;False;0;0;3042.9582678023216;351545
1100970;751010301;75101;75;11.0;none;none;False;0;0;4461.616444326533;351694
1101512;751135122;75113;75;11.0;none;none;False;0;0;1289.7019081054023;351874
1101805;751104008;75110;75;11.0;none;none;False;0;0;5241.716345453506;351961
1101958;751124606;75112;75;11.0;none;none;False;0;0;2868.8956290685837;352010
1102603;751135006;75113;75;11.0;none;none;False;0;0;321.6117896739472;352217
1102988;751197614;75119;75;11.0;none;none;False;0;0;1543.2999619766456;352335
1104017;751093609;75109;75;11.0;none;none;False;0;0;2740.6775561632594;352677
1104139;751093502;75109;75;11.0;none;none;False;0;0;156.52007459423444;352716
1107491;751187105;75118;75;11.0;all;all;False;1;2;666.9713821079156;353812
1107607;751207911;75120;75;11.0;none;none;False;0;0;2515.7763031558634;353852
1107680;751207913;75120;75;11.0;none;some;False;0;1;3459.7883944301857;353875
1109372;751114204;75111;75;11.0;none;none;False;0;0;4897.997085948944;354412
1110097;751166212;75116;75;11.0;some;none;False;1;0;5734.509450587273;354649
1110446;751197515;75119;75;11.0;none;none;False;0;0;3467.802059002043;354760
1112604;751187205;75118;75;11.0;none;none;False;0;0;624.4672618452939;355451
1112981;751197316;75119;75;11.0;none;none;False;0;0;1843.880596645814;355560
1114768;751103802;75110;75;11.0;none;none;False;0;0;1478.6764541091065;356123
1115657;751176507;75117;75;11.0;all;none;False;1;0;1280.3475348493166;356393
1116463;751145402;75114;75;11.0;all;all;False;3;3;129.4170127533057;356654
1116464;751145402;75114;75;11.0;all;none;False;3;0;4332.40414310116;356654
1116614;751186910;75118;75;11.0;none;none;False;0;0;3915.8826676318254;356709
1119658;751124608;75112;75;11.0;none;all;False;0;3;1575.7844343298086;357683
1123590;751187020;75118;75;11.0;none;none;False;0;0;330.28236336776587;358912
1123615;751031104;75103;75;11.0;none;all;False;0;2;3696.939783576854;358920
1123937;751083002;75108;75;11.0;none;none;False;0;0;90.89057681002687;359026
1124405;751176816;75117;75;11.0;all;none;False;1;0;5327.834837615562;359174
1124695;751166402;75116;75;11.0;none;all;False;0;1;4697.076750810237;359264
1125538;751124610;75112;75;11.0;some;none;False;1;0;3601.8384326837972;359543
1126312;751145602;75114;75;11.0;none;none;False;0;0;2226.968119030826;359787
1127199;773370101;77337;77;11.0;some;none;False;1;0;3793.154195117688;360078
1127631;770830303;77083;77;11.0;none;none;False;0;0;2010.1347482874223;360222
1128487;773370203;77337;77;11.0;none;none;False;0;0;3166.1888589643695;360489
1128932;773370206;77337;77;11.0;some;none;False;1;0;4156.51519378532;360623
1128994;773370202;77337;77;11.0;some;some;False;1;4;9682.542969447844;360644
1129719;770830201;77083;77;11.0;some;some;False;1;2;5274.991956577606;360868
1130136;770830303;77083;77;11.0;none;none;False;0;0;1364.5249661979262;360999
1132794;770830101;77083;77;11.0;all;none;False;1;0;2798.711012931046;361838
1135683;770830102;77083;77;11.0;some;some;False;1;2;10059.086540005483;362783
1137862;770830101;77083;77;11.0;all;all;False;2;2;1598.545055564339;363483
1139209;770830301;77083;77;11.0;all;none;False;1;0;2453.9455561421873;363919
1140510;770830301;77083;77;11.0;some;some;False;1;1;3684.9599695497022;364327
1140638;773370101;77337;77;11.0;all;none;False;2;0;5244.122662331428;364371
1141588;773370201;77337;77;11.0;all;none;False;1;0;1105.994678114743;364663
1142858;770830201;77083;77;11.0;some;some;False;3;3;6121.710346211917;365070
1143942;772580101;77258;77;11.0;all;all;False;1;1;1332.9652940850438;365409
1144023;772580201;77258;77;11.0;all;all;False;1;2;2869.740983240832;365434
1144637;770830201;77083;77;11.0;all;some;False;2;2;5080.207204347147;365643
1144923;773370101;77337;77;11.0;all;all;False;1;1;2413.225929030812;365736
1144978;770830301;77083;77;11.0;some;none;False;1;0;5403.051958531276;365755
1147207;773370205;77337;77;11.0;none;all;False;0;3;2016.084264215174;366470
1147212;770830102;77083;77;11.0;all;none;False;2;0;5883.798676750152;366471
1149762;772580102;77258;77;11.0;some;all;False;1;2;4448.982735749116;367281
1150552;770830302;77083;77;11.0;some;some;False;1;3;2654.281784806995;367528
1151831;771080602;77108;77;11.0;none;none;False;0;0;2531.9980298511573;367944
1152116;771080701;77108;77;11.0;all;none;False;1;0;4359.147933769389;368042
1153675;771080102;77108;77;11.0;all;all;False;1;2;3202.937164539024;368540
1155905;771080301;77108;77;11.0;all;none;False;1;0;927.4038715745347;369235
1156545;771080501;77108;77;11.0;some;all;False;1;3;4951.703963581843;369440
1158487;771080302;77108;77;11.0;all;none;False;2;0;2257.494778469803;370074
1159192;771080502;77108;77;11.0;some;some;False;1;1;3979.6525265236064;370291
1160724;771080201;77108;77;11.0;some;none;False;1;0;3912.4698540011523;370775
1161510;771080503;77108;77;11.0;all;none;False;1;0;2933.975081018218;371041
1162095;771080501;77108;77;11.0;none;none;False;0;0;1103.0183632440826;371233
1162443;771080201;77108;77;11.0;none;some;False;0;1;1059.162134758421;371344
1162867;771080501;77108;77;11.0;some;all;False;1;3;3065.277125808273;371484
1166497;771080301;77108;77;11.0;some;all;False;2;4;2450.964731647791;372678
1168381;771080601;77108;77;11.0;none;none;False;0;0;4259.1735143659425;373292
1168598;771080401;77108;77;11.0;all;none;False;1;0;2832.9095361162326;373367
1168755;771080702;77108;77;11.0;all;some;False;2;2;1252.911200100916;373415
1169655;771080301;77108;77;11.0;some;some;False;1;2;6092.958445312072;373700
1171663;771080501;77108;77;11.0;none;none;False;0;0;7056.56435967517;374343
1172164;771080302;77108;77;11.0;all;some;False;2;3;3620.9658594240236;374498
1173221;771080201;77108;77;11.0;all;none;False;2;0;10209.254611538252;374834
1174032;771080602;77108;77;11.0;all;some;False;1;1;2283.1539710596303;375089
1174249;770010000;77001;77;11.0;all;none;False;2;0;6740.933767105339;375151
1174638;770010000;77001;77;11.0;all;all;False;2;2;2423.7828573400543;375236
1175451;770030000;77003;77;11.0;all;none;False;2;0;3543.4309116836753;375419
1176859;770050000;77005;77;11.0;all;all;False;2;2;2646.8439327321885;375735
1180857;770090000;77009;77;11.0;all;none;False;2;0;1900.3418364118988;376645
1181026;770130000;77013;77;11.0;all;none;False;2;0;6038.682438252031;376683
1182442;771180101;77118;77;11.0;all;none;False;3;0;2961.912558568364;377001
1183337;771180101;77118;77;11.0;all;all;False;1;1;2980.1219358806707;377199
1188335;770160000;77016;77;11.0;all;none;False;2;0;3242.3703344925425;378329
1189098;770180000;77018;77;11.0;all;none;False;2;0;4487.270189811626;378503
1190338;770180000;77018;77;11.0;all;none;False;2;0;2799.672512755571;378784
1190630;770180000;77018;77;11.0;none;none;False;0;0;2414.3580680545074;378855
1190930;770180000;77018;77;11.0;all;none;False;2;0;3731.386131494053;378923
1193133;771180104;77118;77;11.0;all;some;False;2;2;3953.1738145339777;379413
1195464;770220000;77022;77;11.0;all;none;False;1;0;1882.477241153022;379933
1196829;771220201;77122;77;11.0;all;all;False;1;1;2444.4592143332825;380349
1197269;770530101;77053;77;11.0;all;none;False;1;0;2449.9318522348904;380485
1197534;771220102;77122;77;11.0;all;some;False;1;1;2755.10539069934;380563
1198275;772960107;77296;77;11.0;some;some;False;1;2;3920.007205134064;380795
1198625;772510105;77251;77;11.0;all;all;False;2;5;4363.034673796785;380901
1199009;771220101;77122;77;11.0;all;all;False;1;3;1443.2839837102308;381018
1199903;771220201;77122;77;11.0;some;all;False;1;2;4665.685361576505;381302
1200659;770530102;77053;77;11.0;none;none;False;0;0;1715.0608522630002;381546
1202411;770530101;77053;77;11.0;all;all;False;1;2;2249.395631406476;382119
1202476;772960102;77296;77;11.0;all;none;False;3;0;4812.175826785235;382137
1204008;770530201;77053;77;11.0;all;all;False;1;1;60.522276448221724;382651
1204334;770530201;77053;77;11.0;all;some;False;2;1;2748.7266966012753;382757
1204658;772960107;77296;77;11.0;all;none;False;1;0;3069.1985706383102;382858
1208649;771220102;77122;77;11.0;all;none;False;1;0;2259.586693288733;384142
1209387;772960107;77296;77;11.0;all;all;False;1;2;1993.3594741093086;384387
1215944;772960103;77296;77;11.0;all;some;False;2;1;3237.9422955646173;386488
1216104;772510106;77251;77;11.0;all;none;False;1;0;1420.1678454455405;386536
1219058;772510106;77251;77;11.0;all;none;False;1;0;282.0111315310553;387491
1220992;772510106;77251;77;11.0;all;none;False;1;0;3369.835917260251;388128
1221523;771220402;77122;77;11.0;all;all;False;1;3;1967.003732900506;388290
1221861;772960101;77296;77;11.0;some;some;False;1;1;354.80354620826773;388397
1223017;772960106;77296;77;11.0;some;some;False;1;2;2189.9521775467274;388783
1223088;771220203;77122;77;11.0;all;none;False;2;0;3039.8821010407905;388805
1223985;770530201;77053;77;11.0;some;none;False;2;0;6224.2974496068255;389079
1224173;772960106;77296;77;11.0;all;all;False;1;1;1660.5217952932965;389145
1224915;770290000;77029;77;11.0;all;some;False;3;2;4786.262224327544;389374
1226897;770340000;77034;77;11.0;all;all;False;1;3;3071.4134872358613;389957
1228263;771310101;77131;77;11.0;all;none;False;2;0;1987.3201478165252;390269
1228879;770380000;77038;77;11.0;some;some;False;1;2;16242.156333609459;390408
1229620;770400000;77040;77;11.0;all;some;False;2;1;4159.128455820333;390581
1229742;770400000;77040;77;11.0;all;none;False;1;0;3850.7148579046293;390609
1230493;770400000;77040;77;11.0;all;none;False;1;0;3098.983078212734;390792
1231099;770400000;77040;77;11.0;all;some;False;3;1;2054.81806341985;390935
1232607;770400000;77040;77;11.0;all;some;False;2;2;5192.102610357432;391278
1236285;771310201;77131;77;11.0;all;none;False;2;0;1290.485947936584;392116
1236450;770420000;77042;77;11.0;all;some;False;1;1;2983.0179007119787;392150
1237637;770420000;77042;77;11.0;all;all;False;2;2;3453.5268342702757;392414
1238057;771310101;77131;77;11.0;all;none;False;1;0;2266.8222574311676;392507
1240451;770420000;77042;77;11.0;all;all;False;1;1;3097.6285578948027;393060
1244146;771310202;77131;77;11.0;all;all;False;1;1;3403.5276120692624;393903
1244807;770450000;77045;77;11.0;none;none;False;0;0;1046.750501036513;394049
1245971;771310301;77131;77;11.0;none;some;False;0;1;893.4230969643079;394308
1246661;770470000;77047;77;11.0;some;none;False;1;0;3034.218897855856;394464
1250272;770470000;77047;77;11.0;some;none;False;1;0;4544.001989176979;395302
1250552;770480000;77048;77;11.0;all;none;False;2;0;6001.631760767017;395362
1250923;771310301;77131;77;11.0;all;none;False;1;0;1497.9129194344046;395451
1251023;770480000;77048;77;11.0;all;some;False;3;3;2715.7475455398317;395475
1252023;770480000;77048;77;11.0;all;none;False;2;0;2978.02161542041;395703
1253202;770480000;77048;77;11.0;none;none;False;0;0;2496.302090611845;395980
1253434;771310301;77131;77;11.0;some;none;False;1;0;452.1541865044062;396033
1254340;770490000;77049;77;11.0;all;none;False;2;0;5478.925417249133;396222
1254368;770550000;77055;77;11.0;all;none;False;1;0;3160.7049351041305;396227
1254428;770610000;77061;77;11.0;all;all;False;2;2;3200.8973581449154;396240
1256118;773300101;77330;77;11.0;all;none;False;1;0;1534.7987560295896;396583
1257055;770610000;77061;77;11.0;all;none;False;2;0;2721.1796985140527;396774
1259523;771830101;77183;77;11.0;some;none;False;1;0;3983.9826185805086;397275
1259591;770610000;77061;77;11.0;all;none;False;2;0;3643.4156997395658;397289
1260951;770700000;77070;77;11.0;all;some;False;1;3;9947.645423403696;397565
1261481;770710000;77071;77;11.0;some;all;False;1;2;3356.1622171944095;397672
1261753;770720000;77072;77;11.0;all;all;False;1;2;2442.6157590021608;397727
1262374;770810000;77081;77;11.0;all;all;False;3;5;8549.612809277096;397853
1262777;770810000;77081;77;11.0;all;none;False;2;0;3114.7290018672543;397935
1263372;770850000;77085;77;11.0;all;none;False;2;0;864.290302882021;398056
1263737;770950000;77095;77;11.0;some;none;False;1;0;4155.246711712324;398130
1264445;770970000;77097;77;11.0;all;none;False;1;0;2982.860380966332;398273
1265180;770990000;77099;77;11.0;all;all;False;1;4;668.2380705084446;398421
1265932;770990000;77099;77;11.0;all;none;False;2;0;5380.1639033928195;398573
1266023;771830101;77183;77;11.0;all;all;False;3;1;1485.0330058638267;398592
1266985;773300101;77330;77;11.0;all;all;False;2;3;4837.85956009453;398787
1269199;771000000;77100;77;11.0;all;all;False;1;1;1404.3495805341481;399234
1270291;771000000;77100;77;11.0;some;all;False;1;3;3298.8705903838663;399457
1271671;771830101;77183;77;11.0;all;none;False;2;0;1777.2666376090272;399736
1272380;771110000;77111;77;11.0;some;all;False;1;4;6835.3388755084015;399879
1277410;771830102;77183;77;11.0;none;none;False;0;0;3611.9654857863134;400901
1279149;771110000;77111;77;11.0;all;all;False;1;2;1488.92873348668;401288
1279297;771860105;77186;77;11.0;all;none;False;1;0;1838.4261923796337;401321
1280301;771860104;77186;77;11.0;all;all;False;2;2;2653.906682103766;401576
1283928;771130000;77113;77;11.0;none;none;False;0;0;2376.374135801325;402512
1284226;771130000;77113;77;11.0;none;some;False;1;1;6197.762721716387;402593
1284624;770140105;77014;77;11.0;all;none;False;2;0;6391.580998495203;402700
1286273;771160000;77116;77;11.0;all;all;False;1;2;2138.6147503982083;403119
1286691;771210000;77121;77;11.0;some;some;False;1;1;2696.6959885746733;403231
1287903;770140101;77014;77;11.0;all;none;False;1;0;4369.903592631158;403531
1288031;771210000;77121;77;11.0;all;none;False;1;0;1973.0937439609904;403565
1288517;771860102;77186;77;11.0;all;some;False;1;1;1440.8335800166071;403692
1288575;770140104;77014;77;11.0;all;some;False;2;1;462.6825093076262;403708
