person_id;household_id;activity_index;iris_id;commune_id;departement_id;region_id;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
2052000;1116463;1;920400601;92040;92;11;0;1;other;24512.0;24572.0;False;False
2052000;1116463;2;751145624;75114;75;11;1;2;work;25532.0;59732.0;False;False
2052000;1116463;3;751197519;75119;75;11;2;3;other;61052.0;61232.0;False;False
2052000;1116463;4;751145402;75114;75;11;3;4;home;62432.0;65432.0;False;False
2052000;1116463;5;940380108;94038;94;11;4;5;shop;66392.0;69332.0;False;False
2052000;1116463;6;751145402;75114;75;11;5;-1;home;70232.0;;False;True
2052001;1116464;0;751145624;75114;75;11;-1;0;work;;31592.0;True;False
2052001;1116464;1;751145402;75114;75;11;0;-1;home;32492.0;;False;True
2052220;1116614;0;751186910;75118;75;11;-1;0;home;;54302.0;True;False
2052220;1116614;1;751186917;75118;75;11;0;1;shop;54902.0;56102.0;False;False
2052220;1116614;2;751186910;75118;75;11;1;-1;home;56702.0;;False;True
2052221;1116614;0;751186910;75118;75;11;-1;0;home;;37370.0;True;False
2052221;1116614;1;751186907;75118;75;11;0;1;other;37670.0;40070.0;False;False
2052221;1116614;2;751186902;75118;75;11;1;2;shop;40670.0;41870.0;False;False
2052221;1116614;3;751186910;75118;75;11;2;3;home;42470.0;54470.0;False;False
2052221;1116614;4;930661103;93066;93;11;3;4;shop;55970.0;59870.0;False;False
2052221;1116614;5;751186910;75118;75;11;4;-1;home;62270.0;;False;True
2052222;1116614;0;751186910;75118;75;11;-1;0;home;;26132.0;True;False
2052222;1116614;1;751187010;75118;75;11;0;1;work;28832.0;32432.0;False;False
2052222;1116614;2;751187010;75118;75;11;1;2;work;34232.0;37832.0;False;False
2052222;1116614;3;751187010;75118;75;11;2;3;work;39632.0;41972.0;False;False
2052222;1116614;4;930010301;93001;93;11;3;4;leisure;43232.0;46832.0;False;False
2052222;1116614;5;751187010;75118;75;11;4;5;work;48632.0;52232.0;False;False
2052222;1116614;6;751187010;75118;75;11;5;6;work;54032.0;59432.0;False;False
2052222;1116614;7;751186910;75118;75;11;6;-1;home;61232.0;;False;True
2058062;1119658;0;751124608;75112;75;11;-1;0;home;;31833.0;True;False
2058062;1119658;1;751124623;75112;75;11;0;1;leisure;33033.0;33333.0;False;False
2058062;1119658;2;751124805;75112;75;11;1;2;work;33933.0;45333.0;False;False
2058062;1119658;3;751124608;75112;75;11;2;3;home;46233.0;51033.0;False;False
2058062;1119658;4;751124805;75112;75;11;3;4;work;51633.0;69033.0;False;False
2058062;1119658;5;751124608;75112;75;11;4;5;home;69633.0;70533.0;False;False
2058062;1119658;6;940670104;94067;94;11;5;6;leisure;71433.0;76233.0;False;False
2058062;1119658;7;751124608;75112;75;11;6;7;home;76833.0;77733.0;False;False
2058062;1119658;8;751124616;75112;75;11;7;8;leisure;78633.0;78633.0;False;False
2058062;1119658;9;751124608;75112;75;11;8;-1;home;79533.0;;False;True
2065527;1123590;0;751187020;75118;75;11;-1;0;home;;38825.0;True;False
2065527;1123590;1;751187019;75118;75;11;0;1;shop;39125.0;43925.0;False;False
2065527;1123590;2;751187020;75118;75;11;1;2;home;44225.0;53225.0;False;False
2065527;1123590;3;751187019;75118;75;11;2;3;other;53525.0;56525.0;False;False
2065527;1123590;4;751187020;75118;75;11;3;-1;home;56825.0;;False;True
2065552;1123615;0;751031104;75103;75;11;-1;0;home;;53797.0;True;False
2065552;1123615;1;751124677;75112;75;11;0;1;shop;54997.0;65197.0;False;False
2065552;1123615;2;751031104;75103;75;11;1;-1;home;69697.0;;False;True
2066110;1123937;0;751083002;75108;75;11;-1;0;home;;35097.0;True;False
2066110;1123937;1;920070105;92007;92;11;0;1;leisure;44097.0;45897.0;False;False
2066110;1123937;2;954260000;95426;95;11;1;2;other;67497.0;67557.0;False;False
2066110;1123937;3;751083002;75108;75;11;2;-1;home;76497.0;;False;True
2066994;1124405;0;751176816;75117;75;11;-1;0;home;;52689.0;True;False
2066994;1124405;1;920240405;92024;92;11;0;1;leisure;53109.0;60069.0;False;False
2066994;1124405;2;751176816;75117;75;11;1;-1;home;60489.0;;False;True
2066995;1124405;0;751176816;75117;75;11;-1;0;home;;42737.0;True;False
2066995;1124405;1;920350111;92035;92;11;0;1;shop;44237.0;50837.0;False;False
2066995;1124405;2;751176816;75117;75;11;1;-1;home;52637.0;;False;True
2067565;1124695;0;751166402;75116;75;11;-1;0;home;;29329.0;True;False
2067565;1124695;1;784230103;78423;78;11;0;1;education;30529.0;41929.0;False;False
2067565;1124695;2;751166402;75116;75;11;1;2;home;43429.0;49549.0;False;False
2067565;1124695;3;751166404;75116;75;11;2;3;leisure;50029.0;59629.0;False;False
2067565;1124695;4;751166402;75116;75;11;3;-1;home;60229.0;;False;True
2069119;1125538;0;751124610;75112;75;11;-1;0;home;;45834.0;True;False
2069119;1125538;1;940800203;94080;94;11;0;1;shop;47334.0;53934.0;False;False
2069119;1125538;2;751124610;75112;75;11;1;-1;home;55734.0;;False;True
2069120;1125538;0;751124610;75112;75;11;-1;0;home;;36844.0;True;False
2069120;1125538;1;930510401;93051;93;11;0;1;other;38644.0;42544.0;False;False
2069120;1125538;2;751124610;75112;75;11;1;2;home;44044.0;59344.0;False;False
2069120;1125538;3;774640103;77464;77;11;2;3;other;61144.0;62044.0;False;False
2069120;1125538;4;751124610;75112;75;11;3;-1;home;63844.0;;False;True
2072368;1127199;0;773370101;77337;77;11;-1;0;home;;32792.0;True;False
2072368;1127199;1;773370101;77337;77;11;0;1;shop;33692.0;38192.0;False;False
2072368;1127199;2;773370101;77337;77;11;1;2;home;39092.0;56192.0;False;False
2072368;1127199;3;774680103;77468;77;11;2;3;shop;57092.0;59792.0;False;False
2072368;1127199;4;773370101;77337;77;11;3;-1;home;60692.0;;False;True
2072369;1127199;0;773370101;77337;77;11;-1;0;home;;32942.0;True;False
2072369;1127199;1;771080201;77108;77;11;0;1;leisure;35342.0;37742.0;False;False
2072369;1127199;2;773370101;77337;77;11;1;-1;home;40142.0;;False;True
2073389;1127631;0;770830303;77083;77;11;-1;0;home;;45118.0;True;False
2073389;1127631;1;930510502;93051;93;11;0;1;leisure;46318.0;47518.0;False;False
2073389;1127631;2;930330102;93033;93;11;1;2;shop;49018.0;52318.0;False;False
2073389;1127631;3;770830303;77083;77;11;2;3;shop;54118.0;57118.0;False;False
2073389;1127631;4;770830303;77083;77;11;3;-1;home;57418.0;;False;True
2075445;1128487;0;773370203;77337;77;11;-1;0;home;;35735.0;True;False
2075445;1128487;1;751187205;75118;75;11;0;1;work;37535.0;48335.0;False;False
2075445;1128487;2;751187205;75118;75;11;1;2;work;49355.0;51335.0;False;False
2075445;1128487;3;751187205;75118;75;11;2;3;work;52355.0;68435.0;False;False
2075445;1128487;4;773370203;77337;77;11;3;4;home;70835.0;72155.0;False;False
2075445;1128487;5;773370101;77337;77;11;4;5;shop;72515.0;73535.0;False;False
2075445;1128487;6;773370203;77337;77;11;5;-1;home;74135.0;;False;True
2076516;1128932;0;773370206;77337;77;11;-1;0;home;;43041.0;True;False
2076516;1128932;1;930510501;93051;93;11;0;1;leisure;44661.0;44841.0;False;False
2076516;1128932;2;770830102;77083;77;11;1;2;leisure;45141.0;48441.0;False;False
2076516;1128932;3;770830102;77083;77;11;2;3;other;48741.0;51141.0;False;False
2076516;1128932;4;770830201;77083;77;11;3;4;shop;51321.0;55641.0;False;False
2076516;1128932;5;773370206;77337;77;11;4;-1;home;56841.0;;False;True
2076517;1128932;0;773370206;77337;77;11;-1;0;home;;59740.0;True;False
2076517;1128932;1;770830201;77083;77;11;0;1;education;60640.0;64240.0;False;False
2076517;1128932;2;773370206;77337;77;11;1;2;home;65140.0;98440.0;False;False
2076517;1128932;3;773740000;77374;77;11;2;-1;leisure;100230.0;;False;True
2076518;1128932;0;773370206;77337;77;11;-1;0;home;;27582.0;True;False
2076518;1128932;1;770830303;77083;77;11;0;1;education;27882.0;55182.0;False;False
2076518;1128932;2;773370206;77337;77;11;1;-1;home;56382.0;;False;True
2076519;1128932;0;773370206;77337;77;11;-1;0;home;;25781.0;True;False
2076519;1128932;1;772880103;77288;77;11;0;1;work;28481.0;57581.0;False;False
2076519;1128932;2;940480101;94048;94;11;1;2;other;60281.0;61181.0;False;False
2076519;1128932;3;773370206;77337;77;11;2;-1;home;61481.0;;False;True
2076663;1128994;0;773370202;77337;77;11;-1;0;home;;40752.0;True;False
2076663;1128994;1;773900101;77390;77;11;0;1;other;42552.0;44952.0;False;False
2076663;1128994;2;771690102;77169;77;11;1;2;shop;47952.0;49752.0;False;False
2076663;1128994;3;773900401;77390;77;11;2;3;shop;58752.0;58812.0;False;False
2076663;1128994;4;773370202;77337;77;11;3;-1;home;62352.0;;False;True
2076664;1128994;0;773370202;77337;77;11;-1;0;home;;41211.0;True;False
2076664;1128994;1;773370205;77337;77;11;0;1;education;41811.0;58611.0;False;False
2076664;1128994;2;773370202;77337;77;11;1;-1;home;59211.0;;False;True
2076665;1128994;0;773370202;77337;77;11;-1;0;home;;53769.0;True;False
2076665;1128994;1;773370203;77337;77;11;0;1;shop;54369.0;56169.0;False;False
2076665;1128994;2;773370202;77337;77;11;1;-1;home;56769.0;;False;True
2076666;1128994;0;773370202;77337;77;11;-1;0;home;;29230.0;True;False
2076666;1128994;1;770830301;77083;77;11;0;1;other;29830.0;30430.0;False;False
2076666;1128994;2;773370202;77337;77;11;1;2;home;31030.0;40030.0;False;False
2076666;1128994;3;773370201;77337;77;11;2;3;other;40630.0;41230.0;False;False
2076666;1128994;4;773370202;77337;77;11;3;-1;home;41830.0;;False;True
2076667;1128994;0;773370202;77337;77;11;-1;0;home;;49013.0;True;False
2076667;1128994;1;774790101;77479;77;11;0;1;leisure;49913.0;69713.0;False;False
2076667;1128994;2;773370202;77337;77;11;1;-1;home;70913.0;;False;True
2076668;1128994;0;773370202;77337;77;11;-1;0;home;;27269.0;True;False
2076668;1128994;1;773370205;77337;77;11;0;1;education;30089.0;46229.0;False;False
2076668;1128994;2;773370202;77337;77;11;1;2;home;48509.0;56729.0;False;False
2076668;1128994;3;771690101;77169;77;11;2;3;leisure;57029.0;63329.0;False;False
2076668;1128994;4;930320111;93032;93;11;3;4;shop;64229.0;65549.0;False;False
2076668;1128994;5;773370202;77337;77;11;4;-1;home;66149.0;;False;True
2076669;1128994;0;930070116;93007;93;11;-1;0;leisure;;64195.0;True;False
2076669;1128994;1;773370202;77337;77;11;0;-1;home;65995.0;;False;True
2078489;1129719;0;770830201;77083;77;11;-1;0;home;;28472.0;True;False
2078489;1129719;1;770830303;77083;77;11;0;1;education;28772.0;58772.0;False;False
2078489;1129719;2;770830201;77083;77;11;1;-1;home;59072.0;;False;True
2078490;1129719;0;770830201;77083;77;11;-1;0;home;;21823.0;True;False
2078490;1129719;1;751135032;75113;75;11;0;1;work;23023.0;50323.0;False;False
2078490;1129719;2;770830201;77083;77;11;1;-1;home;51523.0;;False;True
2078491;1129719;0;770830201;77083;77;11;-1;0;home;;22952.0;True;False
2078491;1129719;1;751166412;75116;75;11;0;1;work;26252.0;57752.0;False;False
2078491;1129719;2;771080201;77108;77;11;1;2;other;63152.0;63452.0;False;False
2078491;1129719;3;770830201;77083;77;11;2;-1;home;63512.0;;False;True
2078492;1129719;0;770830201;77083;77;11;-1;0;home;;32505.0;True;False
2078492;1129719;1;770830201;77083;77;11;0;1;education;32805.0;60405.0;False;False
2078492;1129719;2;770830201;77083;77;11;1;2;home;60705.0;70305.0;False;False
2078492;1129719;3;773900301;77390;77;11;2;3;leisure;71205.0;74805.0;False;False
2078492;1129719;4;770830201;77083;77;11;3;-1;home;75705.0;;False;True
2079580;1130136;0;770830303;77083;77;11;-1;0;home;;29456.0;True;False
2079580;1130136;1;770830202;77083;77;11;0;1;education;30956.0;46556.0;False;False
2079580;1130136;2;770830303;77083;77;11;1;2;home;47756.0;49856.0;False;False
2079580;1130136;3;770830202;77083;77;11;2;3;education;51056.0;66056.0;False;False
2079580;1130136;4;770830303;77083;77;11;3;-1;home;67256.0;;False;True
2085848;1132794;0;770830101;77083;77;11;-1;0;home;;24151.0;True;False
2085848;1132794;1;940330106;94033;94;11;0;1;work;25051.0;51451.0;False;False
2085848;1132794;2;770830101;77083;77;11;1;2;home;52351.0;57271.0;False;False
2085848;1132794;3;940330106;94033;94;11;2;3;work;58051.0;78751.0;False;False
2085848;1132794;4;770830101;77083;77;11;3;-1;home;79651.0;;False;True
2092754;1135683;0;770830102;77083;77;11;-1;0;home;;28083.0;True;False
2092754;1135683;1;770830303;77083;77;11;0;1;education;28683.0;40683.0;False;False
2092754;1135683;2;770830102;77083;77;11;1;2;leisure;41283.0;47283.0;False;False
2092754;1135683;3;770830102;77083;77;11;2;3;home;47883.0;52383.0;False;False
2092754;1135683;4;770830301;77083;77;11;3;4;leisure;53283.0;55983.0;False;False
2092754;1135683;5;770830102;77083;77;11;4;-1;home;56883.0;;False;True
2092755;1135683;0;770830102;77083;77;11;-1;0;home;;35046.0;True;False
2092755;1135683;1;770830102;77083;77;11;0;1;shop;35346.0;41346.0;False;False
2092755;1135683;2;770830102;77083;77;11;1;2;home;41646.0;52146.0;False;False
2092755;1135683;3;773900102;77390;77;11;2;3;leisure;53346.0;68346.0;False;False
2092755;1135683;4;770830102;77083;77;11;3;-1;home;69546.0;;False;True
2092756;1135683;0;770830102;77083;77;11;-1;0;home;;29876.0;True;False
2092756;1135683;1;770830303;77083;77;11;0;1;education;30176.0;60176.0;False;False
2092756;1135683;2;770830102;77083;77;11;1;-1;home;60476.0;;False;True
2092757;1135683;0;770830102;77083;77;11;-1;0;home;;46021.0;True;False
2092757;1135683;1;771080401;77108;77;11;0;1;other;46381.0;48181.0;False;False
2092757;1135683;2;770830102;77083;77;11;1;2;home;48481.0;63181.0;False;False
2092757;1135683;3;770830101;77083;77;11;2;3;other;63541.0;65281.0;False;False
2092757;1135683;4;770830102;77083;77;11;3;4;home;65581.0;71281.0;False;False
2092757;1135683;5;930510401;93051;93;11;4;5;other;71761.0;71881.0;False;False
2092757;1135683;6;930320108;93032;93;11;5;6;leisure;73681.0;79681.0;False;False
2092757;1135683;7;770830102;77083;77;11;6;-1;home;80581.0;;False;True
2092758;1135683;0;770830102;77083;77;11;-1;0;home;;33447.0;True;False
2092758;1135683;1;771110000;77111;77;11;0;1;work;34347.0;67647.0;False;False
2092758;1135683;2;770830102;77083;77;11;1;-1;home;68547.0;;False;True
2097824;1137862;0;770830101;77083;77;11;-1;0;home;;32655.0;True;False
2097824;1137862;1;940170101;94017;94;11;0;1;leisure;34455.0;44955.0;False;False
2097824;1137862;2;940580106;94058;94;11;1;2;leisure;45555.0;49155.0;False;False
2097824;1137862;3;940790103;94079;94;11;2;3;leisure;50055.0;62655.0;False;False
2097824;1137862;4;770830101;77083;77;11;3;-1;home;64455.0;;False;True
2100882;1139209;0;770830301;77083;77;11;-1;0;home;;37979.0;True;False
2100882;1139209;1;770830303;77083;77;11;0;1;shop;38579.0;39179.0;False;False
2100882;1139209;2;770830301;77083;77;11;1;-1;home;39779.0;;False;True
2104051;1140510;0;770830301;77083;77;11;-1;0;home;;26538.0;True;False
2104051;1140510;1;930780101;93078;93;11;0;1;work;29838.0;65238.0;False;False
2104051;1140510;2;770830301;77083;77;11;1;-1;home;68538.0;;False;True
2104052;1140510;0;770830301;77083;77;11;-1;0;home;;25333.0;True;False
2104052;1140510;1;751207714;75120;75;11;0;1;education;27133.0;61333.0;False;False
2104052;1140510;2;770830301;77083;77;11;1;2;home;63133.0;64933.0;False;False
2104052;1140510;3;771690101;77169;77;11;2;3;leisure;67633.0;67633.0;False;False
2104052;1140510;4;770830301;77083;77;11;3;-1;home;70333.0;;False;True
2104053;1140510;0;770830301;77083;77;11;-1;0;home;;28179.0;True;False
2104053;1140510;1;940800201;94080;94;11;0;1;work;32079.0;61179.0;False;False
2104053;1140510;2;770830301;77083;77;11;1;-1;home;64479.0;;False;True
2104361;1140638;0;773370101;77337;77;11;-1;0;home;;42248.0;True;False
2104361;1140638;1;773370206;77337;77;11;0;1;education;42548.0;51848.0;False;False
2104361;1140638;2;773370101;77337;77;11;1;2;home;52148.0;66248.0;False;False
2104361;1140638;3;770830301;77083;77;11;2;-1;leisure;68948.0;;False;True
2104362;1140638;0;773370101;77337;77;11;-1;0;home;;28074.0;True;False
2104362;1140638;1;773370203;77337;77;11;0;1;education;28674.0;61674.0;False;False
2104362;1140638;2;773370101;77337;77;11;1;-1;home;62274.0;;False;True
2104363;1140638;0;773370101;77337;77;11;-1;0;home;;33165.0;True;False
2104363;1140638;1;771080301;77108;77;11;0;1;other;34965.0;40365.0;False;False
2104363;1140638;2;773370101;77337;77;11;1;2;home;42165.0;58365.0;False;False
2104363;1140638;3;773720000;77372;77;11;2;3;other;60165.0;67365.0;False;False
2104363;1140638;4;773370101;77337;77;11;3;-1;home;69765.0;;False;True
2104364;1140638;0;773370101;77337;77;11;-1;0;home;;51800.0;True;False
2104364;1140638;1;773370206;77337;77;11;0;1;other;52700.0;53600.0;False;False
2104364;1140638;2;774680103;77468;77;11;1;2;leisure;54800.0;76400.0;False;False
2104364;1140638;3;773370101;77337;77;11;2;-1;home;77000.0;;False;True
2106683;1141588;0;773370201;77337;77;11;-1;0;home;;26892.0;True;False
2106683;1141588;1;771080401;77108;77;11;0;1;other;28092.0;29592.0;False;False
2106683;1141588;2;773370201;77337;77;11;1;2;home;30492.0;57492.0;False;False
2106683;1141588;3;773370101;77337;77;11;2;3;leisure;58392.0;58392.0;False;False
2106683;1141588;4;773370201;77337;77;11;3;-1;home;59292.0;;False;True
2109786;1142858;0;770830201;77083;77;11;-1;0;home;;26925.0;True;False
2109786;1142858;1;770830101;77083;77;11;0;1;work;28485.0;61125.0;False;False
2109786;1142858;2;770830201;77083;77;11;1;-1;home;63585.0;;False;True
2109788;1142858;0;770830201;77083;77;11;-1;0;home;;23937.0;True;False
2109788;1142858;1;751166412;75116;75;11;0;1;work;25737.0;56337.0;False;False
2109788;1142858;2;770830201;77083;77;11;1;2;home;58137.0;65337.0;False;False
2109788;1142858;3;770830201;77083;77;11;2;3;shop;65937.0;68937.0;False;False
2109788;1142858;4;770830201;77083;77;11;3;-1;home;69537.0;;False;True
2112371;1143942;0;772580101;77258;77;11;-1;0;home;;33719.0;True;False
2112371;1143942;1;772580101;77258;77;11;0;1;shop;34619.0;35519.0;False;False
2112371;1143942;2;772580101;77258;77;11;1;2;home;36419.0;38219.0;False;False
2112371;1143942;3;774380101;77438;77;11;2;3;shop;38819.0;41219.0;False;False
2112371;1143942;4;772580101;77258;77;11;3;4;home;41819.0;48419.0;False;False
2112371;1143942;5;773370206;77337;77;11;4;5;other;49019.0;55019.0;False;False
2112371;1143942;6;772580101;77258;77;11;5;-1;home;55619.0;;False;True
2112562;1144023;0;772580201;77258;77;11;-1;0;home;;29809.0;True;False
2112562;1144023;1;771210000;77121;77;11;0;1;other;30709.0;31009.0;False;False
2112562;1144023;2;771110000;77111;77;11;1;2;work;32809.0;65809.0;False;False
2112562;1144023;3;772580202;77258;77;11;2;3;shop;67609.0;68509.0;False;False
2112562;1144023;4;772580201;77258;77;11;3;-1;home;68809.0;;False;True
2114049;1144637;0;770830201;77083;77;11;-1;0;home;;33467.0;True;False
2114049;1144637;1;930510103;93051;93;11;0;1;other;34067.0;37667.0;False;False
2114049;1144637;2;770830201;77083;77;11;1;2;home;38567.0;67367.0;False;False
2114049;1144637;3;770830101;77083;77;11;2;3;other;68267.0;70667.0;False;False
2114049;1144637;4;770830201;77083;77;11;3;-1;home;71567.0;;False;True
2114050;1144637;0;770830201;77083;77;11;-1;0;home;;46781.0;True;False
2114050;1144637;1;770830303;77083;77;11;0;1;education;47681.0;53081.0;False;False
2114050;1144637;2;770830201;77083;77;11;1;2;home;53981.0;54881.0;False;False
2114050;1144637;3;770830303;77083;77;11;2;3;education;55301.0;56081.0;False;False
2114050;1144637;4;770830201;77083;77;11;3;-1;home;56681.0;;False;True
2114051;1144637;0;770830201;77083;77;11;-1;0;home;;53080.0;True;False
2114051;1144637;1;770830102;77083;77;11;0;1;shop;53680.0;58780.0;False;False
2114051;1144637;2;770830201;77083;77;11;1;-1;home;59680.0;;False;True
2114052;1144637;0;770830201;77083;77;11;-1;0;home;;36512.0;True;False
2114052;1144637;1;773080000;77308;77;11;0;1;shop;38912.0;41912.0;False;False
2114052;1144637;2;770830201;77083;77;11;1;-1;home;44612.0;;False;True
2114683;1144923;0;773370101;77337;77;11;-1;0;home;;35621.0;True;False
2114683;1144923;1;774680103;77468;77;11;0;1;shop;36521.0;37421.0;False;False
2114683;1144923;2;773370101;77337;77;11;1;2;home;38321.0;40121.0;False;False
2114683;1144923;3;771460000;77146;77;11;2;3;shop;40721.0;43121.0;False;False
2114683;1144923;4;773370101;77337;77;11;3;4;home;43721.0;50321.0;False;False
2114683;1144923;5;930510202;93051;93;11;4;5;other;50921.0;56921.0;False;False
2114683;1144923;6;773370101;77337;77;11;5;-1;home;57521.0;;False;True
2114831;1144978;0;770830301;77083;77;11;-1;0;home;;40669.0;True;False
2114831;1144978;1;770830303;77083;77;11;0;1;education;41269.0;58069.0;False;False
2114831;1144978;2;770830301;77083;77;11;1;-1;home;58669.0;;False;True
2114832;1144978;0;770830301;77083;77;11;-1;0;home;;29820.0;True;False
2114832;1144978;1;771080502;77108;77;11;0;1;other;30720.0;31320.0;False;False
2114832;1144978;2;770830301;77083;77;11;1;2;home;31920.0;40620.0;False;False
2114832;1144978;3;773370201;77337;77;11;2;3;other;40920.0;41820.0;False;False
2114832;1144978;4;770830301;77083;77;11;3;4;home;42120.0;47820.0;False;False
2114832;1144978;5;770830101;77083;77;11;4;5;other;48120.0;49020.0;False;False
2114832;1144978;6;770830301;77083;77;11;5;6;home;49320.0;58620.0;False;False
2114832;1144978;7;773370205;77337;77;11;6;7;other;58920.0;59820.0;False;False
2114832;1144978;8;770830301;77083;77;11;7;-1;home;60420.0;;False;True
2114833;1144978;0;770830301;77083;77;11;-1;0;home;;26905.0;True;False
2114833;1144978;1;770830303;77083;77;11;0;1;education;30505.0;62905.0;False;False
2114833;1144978;2;770830301;77083;77;11;1;-1;home;66505.0;;False;True
2114834;1144978;0;770830301;77083;77;11;-1;0;home;;24443.0;True;False
2114834;1144978;1;913770105;91377;91;11;0;1;work;25463.0;62243.0;False;False
2114834;1144978;2;770830301;77083;77;11;1;-1;home;67463.0;;False;True
2120138;1147207;0;773370205;77337;77;11;-1;0;home;;29450.0;True;False
2120138;1147207;1;773370203;77337;77;11;0;1;work;30350.0;70850.0;False;False
2120138;1147207;2;773370205;77337;77;11;1;-1;home;71750.0;;False;True
2120149;1147212;0;770830102;77083;77;11;-1;0;home;;55083.0;True;False
2120149;1147212;1;940790109;94079;94;11;0;1;other;55983.0;58083.0;False;False
2120149;1147212;2;770830102;77083;77;11;1;2;home;58983.0;59283.0;False;False
2120149;1147212;3;770830102;77083;77;11;2;3;other;59583.0;60183.0;False;False
2120149;1147212;4;770830102;77083;77;11;3;-1;home;60483.0;;False;True
2120150;1147212;0;770830102;77083;77;11;-1;0;home;;36812.0;True;False
2120150;1147212;1;770830102;77083;77;11;0;1;other;37412.0;44912.0;False;False
2120150;1147212;2;770830102;77083;77;11;1;2;home;45512.0;62912.0;False;False
2120150;1147212;3;770830102;77083;77;11;2;3;shop;63512.0;64712.0;False;False
2120150;1147212;4;770830102;77083;77;11;3;-1;home;65312.0;;False;True
2120151;1147212;0;770830102;77083;77;11;-1;0;home;;27611.0;True;False
2120151;1147212;1;770830302;77083;77;11;0;1;education;29411.0;60011.0;False;False
2120151;1147212;2;770830102;77083;77;11;1;-1;home;61811.0;;False;True
2120152;1147212;0;770830102;77083;77;11;-1;0;home;;32595.0;True;False
2120152;1147212;1;930330103;93033;93;11;0;1;shop;33195.0;37095.0;False;False
2120152;1147212;2;770830102;77083;77;11;1;-1;home;37695.0;;False;True
2126559;1149762;0;772580102;77258;77;11;-1;0;home;;30584.0;True;False
2126559;1149762;1;771460000;77146;77;11;0;1;other;30704.0;31484.0;False;False
2126559;1149762;2;772370000;77237;77;11;1;2;work;32984.0;70184.0;False;False
2126559;1149762;3;772580102;77258;77;11;2;-1;home;71984.0;;False;True
2126560;1149762;0;772580102;77258;77;11;-1;0;home;;28734.0;True;False
2126560;1149762;1;930510201;93051;93;11;0;1;work;29634.0;40734.0;False;False
2126560;1149762;2;772580201;77258;77;11;1;2;other;41634.0;41934.0;False;False
2126560;1149762;3;772580102;77258;77;11;2;3;home;42174.0;46734.0;False;False
2126560;1149762;4;930510201;93051;93;11;3;4;work;47634.0;51534.0;False;False
2126560;1149762;5;930510201;93051;93;11;4;5;work;52134.0;56034.0;False;False
2126560;1149762;6;772580102;77258;77;11;5;-1;home;57234.0;;False;True
2128475;1150552;0;770830302;77083;77;11;-1;0;home;;27991.0;True;False
2128475;1150552;1;771760000;77176;77;11;0;1;work;30691.0;60691.0;False;False
2128475;1150552;2;770830302;77083;77;11;1;-1;home;63391.0;;False;True
2128476;1150552;0;770830302;77083;77;11;-1;0;home;;27379.0;True;False
2128476;1150552;1;770830303;77083;77;11;0;1;education;32779.0;57979.0;False;False
2128476;1150552;2;770830302;77083;77;11;1;-1;home;64279.0;;False;True
2128477;1150552;0;770830302;77083;77;11;-1;0;home;;33872.0;True;False
2128477;1150552;1;930510502;93051;93;11;0;1;shop;34472.0;38072.0;False;False
2128477;1150552;2;770830302;77083;77;11;1;2;home;38672.0;55472.0;False;False
2128477;1150552;3;770830301;77083;77;11;2;3;leisure;57572.0;57632.0;False;False
2128477;1150552;4;770830302;77083;77;11;3;-1;home;59672.0;;False;True
2128478;1150552;0;770830302;77083;77;11;-1;0;home;;51541.0;True;False
2128478;1150552;1;940590106;94059;94;11;0;1;leisure;54241.0;58741.0;False;False
2128478;1150552;2;770830302;77083;77;11;1;-1;home;61441.0;;False;True
2131735;1151831;0;771080602;77108;77;11;-1;0;home;;61819.0;True;False
2131735;1151831;1;771080501;77108;77;11;0;1;other;62419.0;64519.0;False;False
2131735;1151831;2;771080602;77108;77;11;1;-1;home;65119.0;;False;True
2131736;1151831;0;771080602;77108;77;11;-1;0;home;;48301.0;True;False
2131736;1151831;1;940330101;94033;94;11;0;1;other;52801.0;62701.0;False;False
2131736;1151831;2;771080602;77108;77;11;1;-1;home;67201.0;;False;True
2132395;1152116;0;771080701;77108;77;11;-1;0;home;;28717.0;True;False
2132395;1152116;1;771080503;77108;77;11;0;1;education;29017.0;58417.0;False;False
2132395;1152116;2;771080701;77108;77;11;1;-1;home;60217.0;;False;True
2132396;1152116;0;771080701;77108;77;11;-1;0;home;;26299.0;True;False
2132396;1152116;1;751155729;75115;75;11;0;1;work;30499.0;65899.0;False;False
2132396;1152116;2;771080701;77108;77;11;1;-1;home;70699.0;;False;True
2132397;1152116;0;771080701;77108;77;11;-1;0;home;;49144.0;True;False
2132397;1152116;1;930330101;93033;93;11;0;1;other;50044.0;50944.0;False;False
2132397;1152116;2;771080601;77108;77;11;1;2;leisure;52144.0;73744.0;False;False
2132397;1152116;3;771080701;77108;77;11;2;-1;home;74344.0;;False;True
2136211;1153675;0;771080102;77108;77;11;-1;0;home;;28114.0;True;False
2136211;1153675;1;930150000;93015;93;11;0;1;leisure;33214.0;37114.0;False;False
2136211;1153675;2;771080601;77108;77;11;1;2;shop;37414.0;41014.0;False;False
2136211;1153675;3;771080102;77108;77;11;2;3;home;41314.0;49114.0;False;False
2136211;1153675;4;914770106;91477;91;11;3;4;leisure;52114.0;70414.0;False;False
2136211;1153675;5;771080102;77108;77;11;4;-1;home;73414.0;;False;True
2141523;1155905;0;771080301;77108;77;11;-1;0;home;;39736.0;True;False
2141523;1155905;1;771080201;77108;77;11;0;1;shop;40636.0;40696.0;False;False
